0	5	15	555	513	0	25	13	544	604	0	20	18	440	626	0	30	19	537	638	0	46	18	513	586	0	16	20	481	616	
0	5	18	531	467	0	26	19	470	539	0	10	17	485	580	0	3	16	458	581	0	51	17	464	691	0	40	20	560	582	
0	5	17	457	495	0	10	18	477	576	0	2	17	469	583	0	25	19	554	595	0	1	19	556	668	0	23	20	480	594	
0	36	20	481	478	0	27	20	493	571	0	4	17	555	598	0	77	21	356	581	0	10	24	579	554	0	3	20	461	573	
0	10	20	406	596	0	18	20	527	590	0	0	17	492	615	0	51	14	438	606	0	66	15	479	622	0	8	18	463	597	
0	20	18	463	514	0	6	19	500	564	0	16	19	521	633	0	47	17	454	568	0	4	17	503	603	0	63	16	461	600	
0	12	18	467	497	0	25	17	527	602	0	32	18	500	617	0	1	18	561	673	0	12	20	462	588	0	32	21	425	588	
0	23	18	400	491	0	2	17	499	600	0	34	18	519	579	0	8	16	523	597	0	5	17	435	569	0	10	16	467	599	
0	54	22	529	478	0	50	18	483	650	0	3	14	522	592	0	2	16	517	612	0	47	16	505	589	0	2	20	461	594	
0	4	19	565	500	0	3	17	537	553	0	14	18	492	638	0	61	22	451	643	0	20	19	563	571	0	0	21	475	574	
0	13	20	506	546	0	4	20	497	593	0	29	19	456	607	0	21	21	483	677	0	29	15	540	591	0	48	20	502	572	
0	1	15	556	526	0	43	15	494	625	0	13	17	549	616	0	30	17	549	579	0	24	19	500	624	0	10	17	473	589	
0	27	20	448	464	0	10	17	507	628	0	37	19	498	604	0	7	10	523	648	0	27	19	463	612	0	15	15	512	608	
0	7	19	426	557	0	12	17	497	596	0	18	20	509	609	0	22	17	500	593	0	39	20	518	583	0	9	15	511	625	
0	15	16	526	444	0	8	19	453	649	0	78	19	478	627	0	28	16	531	594	0	37	22	450	639	0	13	17	558	654	
0	3	17	475	508	0	59	19	472	573	0	4	13	525	721	0	58	19	437	649	0	12	16	487	607	0	13	18	508	608	
0	13	20	523	558	0	1	21	452	641	0	4	17	512	613	0	40	20	486	595	0	46	19	502	608	0	23	21	475	653	
0	20	18	549	480	0	27	17	478	588	0	5	20	498	593	0	8	16	436	626	0	9	19	541	570	0	32	18	464	597	
0	1	19	559	495	0	21	24	452	577	0	8	15	417	572	0	83	19	481	573	0	59	20	465	619	0	5	21	512	580	
0	4	20	563	422	0	21	19	519	572	0	1	18	512	589	0	2	16	520	613	0	30	18	497	613	0	6	16	411	655	
0	3	15	542	535	0	18	20	487	569	0	12	19	477	682	0	6	20	510	592	0	60	17	503	624	0	9	19	479	590	
0	9	17	548	611	0	41	16	495	557	0	0	17	460	565	0	22	16	508	586	0	18	19	510	581	0	30	18	518	607	
0	17	17	541	532	0	2	20	504	586	0	20	20	461	626	0	9	22	529	614	0	39	20	554	590	0	22	16	522	607	
0	3	17	446	578	0	31	17	499	582	0	2	20	491	686	0	51	17	508	624	0	3	20	471	579	0	116	17	458	610	
0	36	20	514	484	0	8	19	466	631	0	67	17	492	616	0	13	18	437	587	0	14	14	498	620	0	0	20	490	596	
0	0	20	421	483	0	68	13	452	560	0	21	12	517	569	0	40	16	539	645	0	19	21	465	584	0	0	19	567	640	
0	33	21	528	465	0	49	21	539	587	0	1	18	454	584	0	83	18	482	660	0	7	15	474	596	0	28	17	491	615	
0	13	17	550	510	0	11	18	549	659	0	62	21	594	689	0	12	16	532	668	0	12	16	488	572	0	1	19	541	609	
0	24	17	487	463	0	4	20	447	578	0	10	21	427	622	0	35	21	477	593	0	15	18	500	642	0	28	17	492	615	
0	14	21	500	570	0	5	17	487	566	0	25	15	508	575	0	13	23	538	626	0	15	19	524	610	0	1	19	491	588	
0	0	16	491	518	0	14	14	511	624	0	11	18	521	564	0	27	18	481	580	0	20	19	518	608	0	1	16	469	714	
0	0	13	529	483	0	29	18	580	583	0	26	19	436	632	0	20	18	519	588	0	39	18	522	628	0	39	15	545	584	
0	4	14	482	365	0	44	19	499	670	0	28	18	511	655	0	14	21	495	568	0	44	20	424	582	0	59	19	423	575	
0	42	21	508	451	0	7	16	486	568	0	11	21	468	658	0	46	19	482	581	0	4	19	477	582	0	27	19	493	573	
0	4	17	525	511	0	62	18	436	577	0	19	18	513	629	0	68	20	496	582	0	36	18	502	594	0	31	18	470	590	
0	11	20	501	404	0	16	17	506	599	0	3	20	465	593	0	8	19	509	616	0	1	19	484	622	0	19	17	510	600	
0	0	19	518	465	0	2	18	492	606	0	52	17	393	606	0	0	16	548	607	0	19	20	484	563	0	57	20	563	608	
0	22	20	419	452	0	2	20	493	563	0	16	22	476	576	0	11	19	362	651	0	35	21	524	582	0	7	18	513	665	
0	34	21	455	535	0	10	19	467	628	0	10	21	522	610	0	5	17	461	625	0	8	19	566	584	0	26	20	466	657	
0	7	17	479	504	0	2	21	569	557	0	24	20	457	567	0	29	19	516	604	0	2	19	493	571	0	7	19	537	602	
0	6	20	510	547	0	2	18	525	593	0	10	18	513	698	0	32	16	473	543	0	45	20	464	608	0	7	24	509	601	
0	19	19	492	530	0	26	21	550	590	0	12	20	461	655	0	34	16	520	596	0	74	19	590	683	0	29	18	477	594	
0	31	19	481	547	0	22	15	517	623	0	50	19	469	652	0	5	18	514	573	0	9	22	463	656	0	20	16	493	612	
0	12	19	496	506	0	6	19	549	569	0	4	20	492	601	0	20	12	508	622	0	22	20	509	623	0	15	18	561	593	
0	58	17	500	507	0	5	13	537	606	0	19	18	519	578	0	1	20	430	600	0	28	15	505	591	0	32	21	476	608	
0	5	17	506	481	0	36	18	525	597	0	47	17	560	606	0	11	17	495	596	0	2	24	575	630	0	40	19	511	633	
0	44	16	497	562	0	3	21	598	573	0	7	18	503	624	0	25	15	536	581	0	11	15	513	608	0	14	15	484	647	
0	35	17	457	564	0	11	20	494	593	0	48	20	493	659	0	1	16	476	576	0	42	19	550	605	0	3	19	509	594	
0	15	16	565	477	0	6	19	530	590	0	53	16	489	600	0	7	18	434	608	0	12	21	528	645	0	42	21	517	575	
0	5	22	510	508	0	49	20	492	590	0	29	13	503	581	0	24	19	506	588	0	47	15	561	588	0	5	15	458	592	
