9869.125	0.0	0	0	0	11530.731168704462	1.0	-1661.606168704462	1	17	8840.889371049745	0.11333333333333333	1028.2356289502545	15	46	3218.236703903526	0.72	6650.888296096475	852	15340	6544.591542275218	0.3333333333333333	3324.533457724783	584	6000	
9603.875	0.0	0	0	0	11208.090815724532	1.0	-1604.215815724532	0	10	8531.58754584588	0.13333333333333333	1072.2874541541219	20	69	3210.9694852743523	0.7066666666666667	6392.905514725648	821	11549	6403.652351877307	0.3333333333333333	3200.2226481226926	699	6000	
9739.0	0.0	0	0	0	10564.45283215183	1.0	-825.45283215183	1	20	8736.241506155638	0.12	1002.7584938443615	17	39	3193.780862580537	0.7366666666666667	6545.219137419463	806	11567	6624.98597527074	0.3333333333333333	3114.01402472926	562	6000	
9760.625	0.0	0	0	0	11793.969260881617	1.0	-2033.3442608816142	0	10	8754.03551815248	0.13333333333333333	1006.5894818475215	22	68	3184.089410361558	0.72	6576.535589638443	866	14277	6463.712207326667	0.3333333333333333	3296.912792673333	609	6000	
9700.75	0.0	0	0	0	12177.667136008055	1.0	-2476.917136008053	0	10	8563.338150414706	0.12666666666666668	1137.4118495852942	19	53	3196.6565061599185	0.73	6504.09349384008	780	12790	6519.105976384231	0.3333333333333333	3181.644023615769	647	6000	
9536.125	0.0	0	0	0	11323.464658515557	1.0	-1787.3396585155565	0	10	8532.406562737959	0.12666666666666668	1003.7184372620412	18	48	3267.2565022425133	0.7566666666666667	6268.868497757487	706	8479	6628.016876692086	0.3333333333333333	2908.1081233079144	603	6000	
10031.25	0.0	0	0	0	11036.54732519554	1.0	-1005.2973251955402	1	15	9122.821913697117	0.11666666666666667	908.4280863028839	15	48	3307.768625769315	0.7866666666666666	6723.481374230683	801	10786	6886.489770526755	0.3333333333333333	3144.760229473245	573	6000	
9356.5	0.0	0	0	0	10578.46425217164	1.0	-1221.9642521716416	0	10	8369.062481802797	0.12	987.4375181972026	16	36	3251.099687908926	0.72	6105.400312091076	759	9386	6124.863062395534	0.3333333333333333	3231.636937604466	606	6000	
9375.25	0.0	0	0	0	11682.747992871435	1.0	-2307.4979928714374	1	14	8308.010380135109	0.13	1067.2396198648914	19	63	3320.3263216807627	0.7466666666666667	6054.923678319239	707	8710	6273.673151332536	0.3333333333333333	3101.5768486674647	586	6000	
9453.375	0.0	0	0	0	11472.412035039957	1.0	-2019.0370350399592	1	11	8457.590602973492	0.13333333333333333	995.7843970265072	20	82	3129.6481978007987	0.6766666666666666	6323.726802199202	820	13293	6516.512414525424	0.3333333333333333	2936.862585474576	619	6000	
