6309.875	0.0	0	0	0	14030.524091955294	1.0	-7720.649091955294	0	10	5519.0319791482625	0.195	790.8430208517373	19	84	3371.6340275405987	0.62	2938.2409724594013	415	10275	4889.469699421531	0.26	1420.405300578469	410	4000	
6364.75	0.0	0	0	0	14315.940633376329	1.0	-7951.190633376329	0	10	5589.753387690103	0.18	774.9966123098968	16	72	3316.680442094132	0.63	3048.0695579058674	467	11191	4903.98058412673	0.27	1460.769415873271	426	4000	
6441.25	0.0	0	0	0	13298.57473751289	1.0	-6857.32473751289	0	10	5609.154887883785	0.155	832.0951121162151	13	53	3329.8734890234878	0.635	3111.3765109765127	422	11092	4844.320223125777	0.28	1596.9297768742226	422	4000	
6420.875	0.0	0	0	0	12071.82357889744	1.0	-5650.948578897438	0	10	5636.961069676636	0.18	783.9139303233645	16	47	3366.3205415673165	0.585	3054.5544584326826	476	13638	5398.068261747113	0.2	1022.8067382528867	291	4000	
6413.0	0.0	0	0	0	13419.999922060144	1.0	-7006.999922060147	0	10	5617.151435192781	0.185	795.848564807219	18	65	3358.41821858428	0.64	3054.5817814157203	477	12585	5019.786636426907	0.265	1393.2133635730934	407	4000	
6718.125	0.0	0	0	0	13504.172517247873	1.0	-6786.047517247874	0	10	5726.489937170697	0.185	991.6350628293029	19	59	3483.929462673005	0.645	3234.1955373269952	455	9532	5430.389619713987	0.24	1287.7353802860134	323	4000	
6512.75	0.0	0	0	0	12875.757642989185	1.0	-6363.007642989185	0	10	5749.536811631557	0.18	763.2131883684427	16	53	3324.988614130981	0.63	3187.7613858690183	438	10291	5137.402645841978	0.245	1375.347354158023	341	4000	
5957.75	0.0	0	0	0	13962.47295983583	1.0	-8004.722959835827	0	10	5112.777718762973	0.175	844.9722812370276	16	58	3173.015938374423	0.575	2784.734061625577	382	8980	4677.815951911451	0.255	1279.9340480885496	315	4000	
6584.25	0.0	0	0	0	13585.03453426312	1.0	-7000.784534263122	0	10	5758.246645628056	0.185	826.0033543719434	17	73	3468.60299167368	0.635	3115.6470083263202	422	10178	5162.601689526566	0.24	1421.6483104734343	378	4000	
6845.75	0.0	0	0	0	12514.738467725547	1.0	-5668.988467725548	0	10	5794.914011610055	0.19	1050.8359883899452	19	62	3461.471921707714	0.685	3384.278078292286	481	12638	5307.914883445494	0.265	1537.835116554507	435	4000	
6248.75	0.0	0	0	0	15512.078616318282	1.0	-9263.328616318282	0	10	5411.1284113653355	0.195	837.6215886346644	20	65	3853.9951081021113	0.56	2394.7548918978882	352	8066	4787.560420224347	0.26	1461.189579775653	385	4000	
6253.75	0.0	0	0	0	13343.775024342913	1.0	-7090.025024342912	0	10	5498.930951388078	0.17	754.819048611922	15	64	3607.387987551234	0.625	2646.362012448765	391	9094	4780.0618353094305	0.265	1473.688164690569	460	4000	
6502.375	0.0	0	0	0	13675.665575260991	1.0	-7173.290575260995	0	10	5693.90884394508	0.185	808.4661560549199	17	74	3385.143024136771	0.625	3117.231975863228	445	11940	5094.115507242241	0.255	1408.2594927577597	364	4000	
6497.375	0.0	0	0	0	16470.57506064285	1.0	-9973.200060642854	0	10	5764.398048244588	0.17	732.9769517554121	15	47	3400.9762477005215	0.625	3096.3987522994785	431	12231	5477.062361058795	0.2	1020.3126389412048	255	4000	
6497.375	0.0	0	0	0	14275.205083519451	1.0	-7777.83008351945	0	10	5699.254087264673	0.165	798.1209127353271	14	33	3644.4822981079774	0.66	2852.892701892022	403	8393	5032.575534429228	0.26	1464.7994655707712	402	4000	
6553.5	0.0	0	0	0	13366.618293296868	1.0	-6813.11829329687	0	10	5564.832892090597	0.19	988.6671079094033	19	71	3446.9155631950475	0.595	3106.584436804952	421	10264	5062.7481039624145	0.275	1490.7518960375858	453	4000	
